Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
83,5.785178905,2.076146201,2.279731979,0.57367829
84,6.517262835,3.428215367,1.678032878,0.813598707
85,6.906401606,3.166989126,4.651562004,0.439531457
86,4.652299283,3.632449728,3.649042706,0.256860409
87,4.170577575,2.127762159,3.509488174,0.256865501
88,6.551415975,3.229276967,6.075237368,0.660473062
89,6.697512322,2.871499266,1.362104823,0.992587379
90,5.084037601,3.245873835,4.382425767,0.516997176
91,6.743178809,3.054387054,5.078480462,0.295291866
92,4.795792973,3.387930962,6.818434979,0.57888458
93,6.208101668,2.11630663,6.996404291,0.878632187
94,4.290117527,3.416246451,1.909408131,0.85793123
95,4.16960812,2.621992462,4.223680471,0.626602735
96,6.307586982,3.28158769,3.225083093,0.358174336
97,6.75847296,2.710040388,6.96694943,0.115189116
98,4.884229996,3.282290179,3.293294062,0.630413598
99,4.295702586,3.051227368,1.57693,0.905626963
100,6.959296515,3.880067427,5.402976288,0.877046136
101,5.682470573,2.830273652,4.676008691,0.370145391
102,4.721250729,2.373245279,1.431301991,0.013729485
103,4.877879586,3.371157487,3.472449447,0.284805842
104,4.712674771,3.278480804,6.285738472,0.628738337
105,6.275754967,3.210899069,3.704344566,0.549362843
106,4.077862935,2.052381787,5.577195981,0.739106143
107,5.234421187,2.533582134,1.192025746,0.097506976
108,6.603292886,2.666832666,4.731078295,0.170762904
109,5.046862249,3.983153827,6.219027342,0.193663598
110,5.586437273,2.174528271,2.048702142,0.060291186
111,4.294090264,3.897918535,6.355343222,0.906064941
112,5.399355652,3.999058805,4.542512155,0.550269681
113,5.000947107,2.152635884,2.058115678,0.602188858
114,6.482337836,2.993655396,4.442606487,0.212264946
115,6.7174768,2.748369361,4.676790845,0.102833842
116,5.681230927,3.231549837,6.902854583,0.679472366
117,5.725709147,3.479806843,1.904557319,0.452867076
118,4.804081001,2.391403527,4.917150285,0.26619866
119,6.108493661,2.096735495,2.16274362,0.549013125
120,5.089705983,3.595678559,5.195597283,0.09993423
121,5.520392376,2.070603201,6.281519034,0.127974196
122,6.907891636,2.402707485,6.649454425,0.435449896
123,5.220442464,3.759655331,1.69452386,0.33521038
124,6.683502448,2.617205145,1.886050751,0.025380542
125,4.479652243,2.107739938,3.3377154,0.326782145
126,6.435761596,3.797269527,6.474400889,0.64970079
127,5.704645824,3.760220793,6.821540187,0.727759973
128,4.586821806,2.644038028,6.744892075,0.885445216
129,6.853525229,3.451861417,1.821905622,0.233129806
130,6.796392987,2.567528807,3.534340586,0.038332357
131,5.222055647,2.749728324,1.996682594,0.379087165
132,5.399697448,2.834056914,5.670903598,0.221077375
133,5.334608975,2.149662989,3.091586682,0.562642666
134,5.536848932,3.805722118,5.750719878,0.112680956
135,6.140162963,2.650194154,5.008724681,0.767128298
136,6.904919701,3.588202125,5.260665046,0.475544279
137,4.364251817,2.21194663,6.925215166,0.425619791
138,4.867999545,2.831784599,2.960093804,0.537354363
139,5.56921152,3.734298216,3.570817409,0.424894741
140,6.363308285,3.030931055,3.737450543,0.725241505
141,6.677704967,2.819691197,1.473192472,0.41140209
142,4.411764905,2.184466526,4.070526414,0.194237952
143,5.556029758,3.595051351,3.981138867,0.999747573
144,5.878802229,2.44313749,1.546201853,0.212293611
145,5.819656474,3.934389769,6.604054964,0.628276263
146,4.875483641,2.233742919,5.622008275,0.012965171
147,6.79562487,2.628096397,5.37993762,0.091880006
148,4.892898048,2.050131028,3.307671403,0.671270571
149,5.151558711,3.75413974,2.112334439,0.416142585
150,6.498973912,3.450288131,6.891796941,0.992829774
151,6.067787465,3.71902403,3.80939695,0.083868115
152,5.844079349,2.137243672,6.746771284,0.039466982
153,4.318886419,3.33288298,5.297943142,0.266119091
154,6.737360287,2.537529029,1.871028431,0.163490626
155,6.722928224,3.649134351,6.418520489,0.83567714
156,6.037609382,2.211551624,2.149265153,0.487096251
157,4.025694801,2.658209011,4.13532432,0.529979069
158,5.873323058,3.356381563,6.129533049,0.29196357
159,4.064410462,3.620720208,1.435938791,0.900141107
160,6.454986207,3.5641097,6.488045725,0.479331137
161,4.604161367,2.972701623,2.257714382,0.496340966
162,5.474711837,3.260752562,1.196388597,0.47682416
163,6.596833655,2.190900203,1.222370938,0.804253616
164,6.712182303,2.02209078,2.256562783,0.569690933
165,5.936020251,2.161368738,5.829174072,0.870498091
166,6.055150721,3.293589949,4.528406225,0.694208059
167,6.396345017,2.070832906,5.281650823,0.11778952
168,6.710977961,3.316489081,1.804703959,0.524370216
169,4.108565557,2.627158479,1.858476029,0.601485391
170,4.967741969,2.653966258,5.657454985,0.767839761
171,5.876630532,3.984888874,2.249069402,0.133546109
172,4.118196274,2.599715902,6.183078816,0.457878
173,5.04163939,2.498119599,5.399397088,0.417235449
174,5.068102011,2.990527852,5.003149252,0.155655217
175,5.535619353,2.715494596,1.513220834,0.898818709
176,4.443743892,3.466049113,3.137754947,0.123324713
177,6.02258726,3.758808464,3.993632834,0.545803383
178,6.654684515,2.750123396,6.203254328,0.212516353
179,6.111108448,3.388626343,4.577868684,0.295001489
180,6.483318019,2.841926063,6.989630387,0.880967935
181,4.568904381,3.837381405,5.321329127,0.467678917
182,5.500662177,2.098792725,2.420997305,0.573328076
183,4.11764656,3.301539117,4.259787647,0.564419017
184,5.548352559,2.188613335,6.883306257,0.696776608
185,5.692052667,2.929510119,1.599290067,0.818943305
186,4.027151774,3.518357989,3.022110154,0.939428158
187,5.624692005,3.092494215,3.553648608,0.309937718
188,4.830992399,3.17977092,4.300981402,0.389137715
189,4.480212256,2.006612053,6.919807095,0.883679407
190,6.46372871,3.882202457,5.193290604,0.70181148
191,4.118181548,3.818742127,1.841957735,0.290209759
192,5.958877276,2.229327468,3.233868988,0.157769882
193,6.304654765,2.377322071,5.306234286,0.974869902
194,4.85001186,3.707590751,4.105264134,0.255005246
195,5.891391954,3.109561775,6.505195245,0.768451306
196,4.024999893,2.115097984,3.420787074,0.443180522
197,5.744363735,2.58886378,2.362655824,0.433540252
198,4.926793224,2.04962862,3.35061792,0.605111167
199,5.395213169,2.910439497,5.238710933,0.69513118
200,4.898644527,3.905310085,5.899081476,0.494316294
201,4.349566477,3.935930123,6.12203923,0.736166496
202,4.157048582,3.515033155,5.438362849,0.654177272
203,4.734187435,2.187345136,2.514860857,0.678936118
204,4.944397949,3.77431266,2.817571987,0.031987223
205,5.357851196,2.877670844,3.873482796,0.563414093
206,4.697990774,2.370547847,2.85892024,0.826698286
207,6.83918378,2.035256398,4.581726766,0.127341391
208,6.469845079,2.809081495,4.472268327,0.53031002
209,5.201932442,3.683303013,4.927019639,0.035465341
210,6.281718255,2.923491703,6.621511274,0.480048599
211,5.82532123,2.937353378,3.793448428,0.109500065
212,5.103211222,2.601742926,6.015524792,0.749171084
213,6.630891846,3.48825018,1.902597631,0.485496184
214,4.909718336,3.847781529,1.508544641,0.578377788
215,6.24738877,2.735262484,4.289413821,0.018032032
216,6.16550889,2.531584907,1.764214,0.455676025
217,5.38683578,2.902855739,4.41536702,0.310605198
218,4.712703493,3.829847156,2.371700467,0.34229046
219,4.37259249,2.332433635,5.536099205,0.460543582
220,6.877496614,3.983840751,2.5968375,0.950753182
221,4.404765758,3.588559082,3.368732592,0.57195319
222,4.196033005,2.136878623,1.040021657,0.091890951
223,6.228811333,3.395733038,5.499347961,0.461689873
224,6.254658703,2.24381687,4.036825863,0.118028848
225,5.695358303,3.814167555,2.744096747,0.923693601
226,6.30415715,3.397495743,4.016878672,0.61740605
227,4.146898314,2.935244141,6.472249954,0.52003829
228,6.332172827,2.699184186,4.880106244,0.71963334
229,6.087231134,3.224868337,2.636535812,0.814406864
230,5.738506492,3.554353746,1.638971945,0.259030669
231,6.643267898,2.318047165,4.111404446,0.755378792
232,4.245389822,3.210409911,2.721354896,0.745941895
233,5.672064079,2.514241192,1.199848574,0.91860091
234,6.766195975,3.487775602,2.129359905,0.898921486
235,6.080817448,2.334885009,4.636659395,0.728976288
236,5.539130031,2.953465927,5.336805179,0.614682183
237,5.453990157,2.423699947,4.435921023,0.470194147
238,5.018588993,3.9220665,5.640824375,0.589711222
239,6.156291535,2.136246667,1.631040179,0.113751083
240,4.54896299,2.338182852,4.857973186,0.368764308
241,6.91287791,3.603223385,6.136190288,0.591347104
242,4.983810315,2.634410841,1.100782702,0.024887047
243,5.419342884,3.62264345,1.591960364,0.564035295
244,6.133370837,2.355132958,6.911825374,0.061082923
245,5.777629552,3.800728882,3.026482943,0.660297312
246,4.040882743,2.52743478,1.062185255,0.667380164
247,4.630487257,2.079500955,4.256922625,0.782918612
248,6.934188012,3.627319016,4.512757741,0.849733927
249,5.830129255,2.039868943,6.938477854,0.565678341
250,6.6663308,2.564680478,6.455869737,0.131882503
251,6.241011676,2.549717387,4.311746078,0.07975264
252,6.18891869,3.824562973,1.684816953,0.229857884
253,5.42480884,2.824279485,3.81713859,0.228971213
254,6.331950958,2.353935806,2.136436821,0.571313115
255,5.114242093,3.426613547,6.990640063,0.8863782
256,5.238336457,2.854310874,1.017427638,0.792967585
257,5.379846629,3.027479356,4.161791651,0.032896054
258,5.380205079,3.665963586,6.846515993,0.739003159
259,4.2260861,2.713131731,6.157920134,0.222237766
260,4.486456658,2.110150284,5.822289982,0.57740695
261,5.07088529,3.791559265,6.057154194,0.115996621
262,4.157925695,3.265228705,1.236515703,0.150583338
263,6.938837678,3.651027502,4.011472376,0.507411878
264,5.733688912,2.743591513,4.958836569,0.866337704
265,4.500214511,2.790232658,2.395245016,0.077095298
266,5.619157164,2.135022332,6.066122913,0.347869579
267,4.34553628,2.216573726,5.351428662,0.376061082
268,4.207680859,3.868997325,5.818876358,0.254196636
269,6.399365657,2.67371928,1.402034858,0.804653962
270,4.772932023,3.759679013,5.511168257,0.60797557
271,6.861996954,3.436917103,4.740458344,0.316945624
272,6.960536416,3.341991052,5.505413539,0.044475845
273,5.29663134,3.941557867,3.088949265,0.812566064
274,4.904895113,3.944270212,1.651356695,0.227928302
275,6.930099861,2.9403013,5.384892594,0.328437337
276,4.712440834,2.769724145,1.794986991,0.67811665
277,6.997381275,3.645481597,4.892923713,0.927026928
278,6.544688833,3.512465276,5.123170897,0.366642356
279,4.393259139,2.825721408,5.732409774,0.655217084
280,5.482274748,2.730769115,1.845702759,0.750694284
281,6.087858043,3.076360681,5.917640382,0.748518444
282,5.892076666,3.740602919,1.881472514,0.384196218
283,4.217566782,2.937711114,6.585281117,0.326299879
284,4.268400546,3.727026469,5.854017,0.682937696
285,5.629815476,3.415637388,2.693503575,0.826464366
286,4.244981679,3.210962916,1.435864412,0.97521209
287,5.070420002,2.167130065,2.322742109,0.725014425
288,6.286837537,2.517796247,5.561876263,0.642682424
289,4.761654659,2.065821676,6.103035929,0.710313194
290,4.163954112,3.554000911,6.648635895,0.577641994
291,6.813801265,3.264398802,6.809086822,0.556772412
292,5.624052576,2.193097635,5.630506893,0.523108887
293,6.993442106,2.863614318,6.565441167,0.961121465
294,4.081910418,3.863003332,3.53962842,0.965861538
295,5.688343944,2.80295154,5.687141823,0.637327715
296,5.382800453,3.113769019,3.432600038,0.326561573
297,4.598352941,2.127914739,6.956723737,0.651698891
298,5.042552233,2.98373444,3.851925783,0.898393058
299,6.009212022,3.746465615,4.158182551,0.262859216
300,5.703500716,2.83364193,3.617808656,0.756981364
301,4.55522168,3.61274779,4.641154915,0.122698653
302,4.542579577,2.142397183,6.836160793,0.4428918
303,5.145617477,2.477484149,1.603840162,0.904011474
304,4.932096216,3.625019843,1.020103442,0.0221055
305,4.92322468,2.255932179,3.554704229,0.003837401
306,4.457373238,3.735880356,4.290575784,0.134383545
307,4.082882923,2.262305927,4.969183085,0.176375407
308,4.947579155,3.36849643,1.167420674,0.575845726
309,5.013418171,2.893758717,3.681547088,0.259692462
310,5.2185485,3.702764222,4.326097557,0.99198695
311,4.593040419,3.679619489,1.794644405,0.495118876
312,6.173878046,3.28130144,1.984663942,0.91930584
313,6.560249129,2.866307973,5.193748703,0.253232947
314,4.194877646,3.761715524,2.351554949,0.702906085
315,5.534858037,2.783820039,3.856727849,0.784097496
316,6.272900461,3.929023969,4.284937811,0.059893688
317,6.356642589,3.808782319,4.914670304,0.843799883
318,5.464333077,3.212144696,6.901046798,0.443136155
319,4.613643791,3.713756486,4.059811977,0.289775194
320,6.136665753,3.645070683,6.916588185,0.761331167
321,6.872764325,2.832226433,3.14859348,0.041321512
322,6.596391159,2.741122279,1.599169669,0.901165966
323,6.812844204,3.880042254,4.621398283,0.314152903
324,4.013983096,2.590443672,1.846026223,0.859827557
325,6.810721952,2.83549211,3.472234778,0.655620537
326,4.84013854,3.380489465,1.500072748,0.318546785
327,4.60207262,2.290688207,3.123710685,0.087428364
328,5.406811025,2.06461074,6.872723962,0.51932516
329,6.583125146,3.075454541,3.766304899,0.24046775
330,6.978806998,2.308567941,6.421003438,0.129021113
331,4.244448569,3.593423812,2.252354479,0.489527874
332,4.106556511,3.250173048,6.108547807,0.374293872
333,6.500494834,2.825256049,5.625289716,0.550167238
334,4.165141377,2.882397239,4.87516097,0.334970576
335,6.291979671,2.620364941,6.349294622,0.712023139
336,6.589833717,2.09597044,2.353915017,0.459189907
337,6.138362628,3.984471806,4.214798856,0.460105421
338,5.595662626,2.703857896,3.859716448,0.348602584
339,6.476441226,3.852731351,4.716971839,0.660252906
340,6.619757425,3.043024275,6.348225952,0.572064382
341,4.08903034,2.435184541,4.574576599,0.220041225
342,4.136329552,2.85231076,3.877286359,0.169553846
343,6.610511545,2.458992265,5.151733052,0.932789012
344,4.505589776,2.567265483,2.898845027,0.184790617
345,5.858119335,3.394655056,1.158910861,0.451329106
346,5.92169966,2.095371599,1.436977197,0.523398741
347,6.596527368,2.280207012,6.123813912,0.420775819
348,4.429803313,3.578448676,5.98909705,0.718862013
349,4.894892361,2.371590981,1.736872478,0.015999892
350,4.33545983,3.153776992,1.498399482,0.797019184
351,4.885864894,3.325643158,1.212110437,0.956481073
352,6.874427515,3.684835434,2.028289234,0.824655799
353,4.284242431,3.58764632,5.372947488,0.360335045
354,4.514261411,2.876082187,4.836630768,0.641859934
355,4.217449579,3.402771981,2.276691247,0.614979905
356,6.923436807,3.84588623,2.601975552,0.783731562
357,5.419831118,2.493682829,6.012840167,0.072487007
358,6.942173021,3.151855244,5.09108376,0.863481973
359,5.862791861,3.993175765,6.086595912,0.305006603
360,6.18923516,2.356995109,5.55510352,0.825255567
361,6.077096773,3.587648507,5.825577217,0.836976733
362,6.399117097,3.308798916,3.89331326,0.277226148
363,4.809546174,3.260653957,1.097832498,0.835049872
364,5.227872381,2.151196666,4.097151105,0.775726192
365,4.817013537,2.279774959,2.450891272,0.159601721
366,5.061513629,2.948914897,6.539306081,0.40539338
367,5.729952463,2.264616428,2.852159945,0.061067576
368,5.574013384,3.593081825,3.188872785,0.737779221
369,5.195841658,3.162442272,1.034568099,0.548597569
370,6.366375208,2.676251318,3.973772145,0.829209215
371,6.804306223,2.006604324,3.301022368,0.934781818
372,6.74398904,2.084270728,1.038847386,0.106170574
373,4.13898248,2.279716509,6.079539306,0.327500893
374,4.211454453,3.873522134,3.14232621,0.918428348
375,4.164220155,2.159811543,2.844774883,0.756580993
376,6.844950497,3.62425854,2.302037993,0.845983253
377,4.832490282,3.128522627,4.829800346,0.367567894
378,4.131962642,2.702212085,2.519876713,0.518147341
379,4.993198883,2.419864154,2.276840638,0.448376424
380,4.889642872,3.231709628,4.649165126,0.685371184
381,4.655418156,2.856919943,3.894994467,0.503688801
382,5.761400561,2.598757544,4.804218122,0.825311776
383,5.310119781,3.358665338,4.953386622,0.020262871
384,4.645929823,2.766074462,4.922343202,0.199254479
385,5.026552816,3.969698966,4.82105267,0.938901695
386,5.502058196,2.65107234,6.629528917,0.301451698
387,6.066883653,2.84472741,6.709489883,0.74874689
388,5.001383799,2.69770335,6.735607549,0.354813737
389,6.017482732,2.42380116,4.545579344,0.099028343
390,6.861561667,2.535706136,5.265859448,0.795283194
391,5.149850402,2.038755645,3.1119283,0.561792893
392,6.48441478,3.605103757,1.759354347,0.479889724
393,6.024639092,3.420886234,1.922446505,0.352238015
394,6.83303972,2.800445364,3.298493917,0.866839196
395,6.321378668,2.069793183,3.954499682,0.445533338
396,5.496894083,2.600023554,2.639539991,0.340199174
397,6.014499992,3.890233571,6.957017348,0.850322862
398,5.702316377,3.333767089,6.293447246,0.147262336
399,6.541144174,3.719382841,2.077857751,0.572957281
400,6.522932354,2.370423041,3.080435693,0.657074019
401,6.951216591,2.053965085,6.635755357,0.978566361
402,4.260501728,2.214368185,5.680359944,0.212118262
403,4.110316869,2.600946209,4.962818424,0.21618806
404,4.572870673,3.182449576,5.718077998,0.129892827
405,5.533834507,2.489027529,4.239695721,0.141244287
406,5.377177132,2.253359855,2.832052073,0.349167915
407,4.699963007,3.914676425,6.937719284,0.627117703
408,6.059885754,3.039357508,4.019058961,0.797268758
409,4.210298367,2.747991809,2.250409692,0.449726956
410,5.592054522,3.31175854,6.535530937,0.365018666
411,6.567106754,2.623200309,1.274944927,0.746239302
412,4.420722166,3.491925179,6.207074659,0.525370067
413,5.078248624,2.409065516,2.52819119,0.29706647
414,6.46148836,3.119460197,3.578828054,0.229731048
415,4.084735824,2.199244265,5.878472375,0.343466128
416,5.554010895,3.447615526,5.061947053,0.811039369
417,6.305036891,2.439534052,3.038798502,0.988944273
418,4.938584671,2.198933148,1.23786621,0.810900934
419,5.32205755,3.951968124,1.551382056,0.150614762
420,4.845261277,2.727892164,5.758909944,0.203353197
421,5.095537294,3.603565581,6.991177405,0.8101395
422,4.448953074,3.397740668,4.874648179,0.377156889
423,4.135962705,3.667175189,5.342869215,0.200349896
424,5.418035435,3.995343665,6.999598412,0.572891511
425,5.48829747,2.436450121,5.055368934,0.555869211
426,6.842089315,3.023743443,1.444947,0.218604036
427,5.266350233,2.389971224,5.622365735,0.096732242
428,4.534000337,2.326438177,4.87359434,0.688845234
429,6.460378609,2.0867391,5.916666043,0.648865522
430,5.071135078,2.951457747,2.807676078,0.673651606
431,6.439577092,2.462050955,2.639785323,0.45574543
432,5.238823308,2.428943857,2.474024032,0.519134761
433,4.866085869,3.511769024,5.26612399,0.338453313
434,4.49241643,2.30759831,3.876169413,0.437431827
435,5.056422392,2.236339385,1.30608281,0.565265168
436,5.61444246,2.240703627,1.403484534,0.322106794
437,5.733185708,2.1074347,3.13541758,0.666051958
438,5.670835799,2.019242344,6.768892141,0.486165093
439,6.910072136,3.940765472,4.310287229,0.310707942
440,4.281122276,2.598653739,6.047779418,0.968534058
441,5.720276625,2.387345817,6.556569728,0.228578642
442,6.499026554,2.875895914,2.822423134,0.503965614
443,4.73559976,2.767228581,4.356802721,0.138237991
444,4.688340614,2.493046389,2.260002239,0.312611396
445,6.891328447,2.542154431,5.875813307,0.527981828
446,6.083045199,2.779005336,1.941003764,0.142023236
447,4.555714125,3.916749222,6.678629129,0.337710745
448,6.014690446,3.995143748,2.301851252,0.822037224
449,4.672845538,3.816755695,3.655244327,0.429933651
450,6.019772099,2.931186454,3.97664172,0.738870715
451,6.240643202,3.689630933,1.652744001,0.274103198
452,6.334595569,3.280987637,5.605829661,0.578657657
453,6.509090504,3.780307243,5.422865028,0.717046107
454,6.060644122,3.537637129,6.482244592,0.58325824
455,5.731008382,2.607269448,3.722630893,0.94438212
456,4.960342294,2.832356753,3.433793471,0.381478783
457,5.174939434,3.448333016,1.445404113,0.623123932
458,5.743145983,3.102775727,3.391896893,0.170065957
459,5.401172492,3.127062004,2.77313356,0.737671408
460,4.746067509,2.728244142,6.026624138,0.765229213
461,5.404022185,2.806496099,6.770457294,0.909297629
462,5.479557897,2.402102992,5.975161371,0.981595963
463,4.784846268,3.473341976,1.894571388,0.378564173
464,6.975488532,2.862664049,2.25234493,0.017632241
465,5.422512866,3.33097813,1.367501433,0.786507039
466,4.972143381,2.333193646,6.068969765,0.401408284
467,4.871512351,2.471538016,2.428913567,0.766299163
468,6.972860052,2.916642642,3.587911074,0.646742817
469,6.176361852,2.020754572,5.181489613,0.059513811
470,5.06249713,2.564365654,6.769282356,0.25681416
471,5.241588304,2.697991378,5.7228722,0.065363376
472,4.593464956,2.878085939,3.04155155,0.741765419
473,5.035285919,3.314770495,1.647644582,0.838668812
474,5.655134586,2.082567694,4.202749763,0.35901084
475,6.637207078,3.453621502,6.983877533,0.334669694
476,5.522026935,3.183856122,2.411306272,0.443967794
477,5.736778047,3.325512767,1.901335371,0.089976416
478,5.244374453,2.098279962,1.424834461,0.398803053
479,6.000292247,2.670453096,2.708744088,0.760039224
480,4.41776821,2.708216314,3.240660152,0.775266035
481,4.926436876,2.008228357,3.627824173,0.796609172
482,6.144952429,3.055091359,2.138589073,0.748931712
483,5.485819266,3.98883501,3.491356079,0.24348555
484,5.427755373,3.041964725,4.625058472,0.118646263
485,4.784012537,3.444655852,6.028951038,0.285726741
486,5.975032394,3.950766343,6.731716888,0.537430311
487,5.541182514,2.861337189,2.806686363,0.559771647
488,6.054103194,3.577849884,1.871025196,0.764540178
489,6.962273782,2.609846785,1.770840161,0.105219736
490,6.496965657,3.216265139,5.76680619,0.431661434
491,4.313967439,2.568631398,4.787774607,0.230380976
492,4.266034014,3.552749781,6.40136739,0.321293884
493,6.902796622,2.840441793,5.49469275,0.30395463
494,6.619597147,2.026158929,4.312144028,0.651457449
495,4.70559069,3.589549522,6.204300307,0.658646439
496,6.677391195,3.266673196,1.953090953,0.657256416
497,6.48201876,2.572093123,4.606066172,0.891706224
498,4.307886562,2.561005047,5.781105564,0.85670224
499,5.688146751,2.381718671,6.824710766,0.345433762
500,4.919400815,2.300175622,2.137297314,0.782547579
501,6.144268355,2.856104983,4.909924926,0.571141982
502,5.424414544,2.233633889,2.963328828,0.968377588
503,6.493597516,3.882708836,4.55003218,0.603600252
504,6.5833285,3.477780813,1.445876274,0.163215288
505,4.025006811,2.727390897,5.828167477,0.374023798
506,5.641751706,3.367048767,5.686736397,0.092159404
507,4.700222178,3.317318734,1.979766671,0.456818178
508,6.51756013,3.227546452,5.661847704,0.682187586
509,5.573388587,2.335524902,4.300118506,0.78427891
510,4.512236267,2.310288779,4.261134423,0.387239201
511,6.997963794,2.711312838,1.694252401,0.175793132
512,4.79965406,2.653974354,4.618350415,0.335511103
513,6.428082091,2.774535467,5.483726234,0.209868058
514,4.657572869,2.090492779,4.181840758,0.444905903
515,4.237516879,3.309691435,1.335409279,0.801027987
516,6.379742274,2.935842102,3.658668879,0.265472067
517,6.673520538,3.524089821,3.379539399,0.539479226
518,4.554451721,2.092285281,3.614712202,0.83048473
519,4.15998278,2.096533996,6.78942561,0.840701832
520,4.003736766,3.698767356,2.015240648,0.435959026
521,4.055469791,2.478484332,5.936812683,0.242815681
522,4.466184817,2.452778253,3.034490355,0.197528103
523,6.950929574,2.504159801,6.018860768,0.448745571
524,4.171638216,2.71323183,3.546952581,0.368156412
525,5.846363481,3.532583542,1.184898056,0.989060895
526,6.792261912,2.166006569,3.017053967,0.461621222
527,5.395410611,3.876844617,3.956904183,0.320355927
528,4.770120512,2.611071566,3.101480238,0.914597873
529,4.959178774,3.367932124,1.409719157,0.118624287
530,4.545432079,3.829582972,6.507822119,0.080195909
531,4.074934694,2.976684177,4.045620679,0.354954595
532,6.168360046,3.823748417,2.546919057,0.60942367
533,5.576657171,3.590972308,3.390439742,0.651465685
534,6.364130713,2.89959692,3.908579536,0.691957634
535,6.297005995,3.112819733,6.407101961,0.977083596
